appno,title,applicant,date,cpc,cpc_sec,total_c,ind_n,dep_n,strategy,ind_cats,emb_len,bg_len,tf_len,conn_포함하는,conn_구비하는,conn_이루어지는,structural,functional,bracket_ref,inline_ref,sil_hyeon,sil_ye,yeo_jeong,do_myeon,techproblem,techsolution
1020230041131,전기차 충전시설 설치 최적위치 분석 시스템,(주)에코브레인,20230329,G06Q 50/40	(2024.01),G,8,1,7,⑨ 장치단독,시스템,11480,773,229,3,0,0,4,2,91,0,False,True,True,False,False,False
1020220091297,아크 플라즈마 토치 및 이를 포함하는 폐가스 처리 시스템,에스케이하이닉스 주식회사¶영진아이엔디(주),20220722,H05H 1/34	(2006.01),H,7,2,5,⑨ 장치단독,물건|시스템,12959,748,123,5,0,0,12,0,221,6,True,True,True,False,False,False
1020220174570,격투 경기의 승부 예측 및 선수 후원 서비스를 포함하는 토탈 온라인 서비스 제공 시스템,주식회사 위너즈,20221214,G06Q 50/10	(2012.01),G,7,6,1,⑥ 장치+장치,물건|시스템|시스템|시스템|시스템|시스템,8727,595,231,11,0,3,14,0,105,0,True,True,False,False,False,False
1020220109597,설비 자동화를 위한 다채널 통신 제어장치 및 다채널 통신 제어 방법,에스케이하이닉스 주식회사,20220831,G05B 19/418	(2024.01),G,7,2,5,② 순수형,장치|방법,18834,1735,271,7,0,0,7,3,151,6,False,True,False,False,False,False
1020220189341,폐배터리를 이용한 에너지 공급 장치,주식회사 현우전력,20221229,H01M 10/42	(2014.01),H,4,1,3,⑨ 장치단독,장치,6346,633,218,3,0,0,3,1,124,0,False,True,True,False,False,False
1020220147673,점접촉 채널구조를 갖는 연료전지 분리판¶점접촉 채널구조를 갖는 연료전지 분리판{A Bipolar Plate ,테라릭스 주식회사,20221108,H01M 8/0258,H,4,2,2,⑥ 장치+장치,장치|장치,5842,833,219,0,0,0,0,0,106,0,False,True,False,False,False,False
1020220159098,실린더 몰드를 이용한 금속케이블 또는 메쉬 제조장치¶실린더 몰드를 이용한 금속케이블 또는 메쉬 제조장치 {A,삼원액트 주식회사,20221124,C25D 1/00	(2006.01),C,2,1,1,⑨ 장치단독,장치,10497,3569,134,2,0,0,3,0,82,3,False,True,True,False,False,False
1020220130494,작업범위가 향상된 고소작업차량,바우컴퍼니주식회사,20221012,B66F 11/04	(2006.01),B,6,1,5,⑪ 물건단독,물건,7599,705,69,0,0,1,1,0,230,6,False,True,False,True,False,False
1020230009358,사생활 보호를 보장(Privacy Risk Zero)하는 행동 인식 시스템 및 그 방법¶사생활 보호를 보장(,주식회사 테크포아이,20230125,G06V 40/20,G,6,2,4,⑦ 방법+방법,방법|방법,12750,649,135,6,0,0,6,6,36,4,False,True,True,False,False,False
1020230021796,인체인식과 회귀분석을 이용한 보행자 동선 예측 자동문 개폐 시스템,주식회사 이알에프,20230218,E05F 15/73	(2015.01),E,1,1,0,⑨ 장치단독,시스템,2911,637,193,0,0,0,0,0,41,5,False,True,False,False,False,False
1020230073376,무인화 렌터카 운영시스템,주식회사 캐플릭스,20230608,G06Q 50/40	(2024.01),G,11,1,10,⑨ 장치단독,시스템,20917,587,220,10,0,1,11,2,316,0,False,True,True,False,False,False
1020230073788,클라우드 컴퓨팅을 활용한 IT 창작 DIY 콘텐츠 제공시스템,주식회사 코페,20230608,G06Q 50/10	(2012.01),G,3,1,2,⑨ 장치단독,시스템,5904,432,211,3,0,1,6,2,108,0,False,True,True,False,False,False
1020230071617,바이어스 생성 회로 및 이를 포함하는 버퍼 회로,에스케이하이닉스 주식회사,20230602,G05F 3/20	(2006.01),G,18,4,14,⑥ 장치+장치,장치|장치|장치|장치,13521,295,61,10,0,0,10,0,225,9,False,True,False,False,False,False
1020230071594,"데이터 클러스터링 시스템과, 이를 이용한 메모리 장치의 리드 전압 결정 장치",에스케이하이닉스 주식회사,20230602,G06F 18/2413	(2023.01),G,19,2,17,⑥ 장치+장치,시스템|장치,12747,362,113,0,0,0,0,4,113,9,False,True,False,False,False,False
1020230068229,자세 교정장치,주식회사 모스터일렉,20230526,A61B 5/00	(2021.01),A,10,1,9,⑨ 장치단독,장치,11408,691,249,0,0,2,2,3,278,11,False,True,False,False,False,False
1020230066163,NFT 포인트를 제공하는 인공지능 기반 친환경 건설폐기물 신고시스템,메타크레용(주)¶주식회사 에이아이씨랩,20230523,G06Q 50/26	(2024.01),G,7,1,6,⑨ 장치단독,시스템,9137,452,272,6,0,0,6,6,114,0,False,True,True,False,False,False
1020230064500,페이지 버퍼 회로 및 메모리 장치의 주변 회로,에스케이하이닉스 주식회사,20230518,G11C 16/26	(2006.01),G,20,3,17,⑥ 장치+장치,장치|장치|장치,17487,388,29,9,0,0,15,2,111,6,False,True,False,False,False,False
1020230065023,전압 생성 회로 및 이를 이용하는 반도체 장치,에스케이하이닉스 주식회사,20230519,G11C 5/14	(2021.01),G,21,3,18,⑥ 장치+장치,장치|장치|장치,41010,404,66,15,0,0,15,7,403,7,False,True,False,True,False,False
1020230064511,메모리 장치,에스케이하이닉스 주식회사,20230518,G11C 16/10	(2006.01),G,23,3,20,⑥ 장치+장치,장치|장치|장치,20140,207,21,10,0,0,10,4,94,7,False,True,False,False,False,False
1020230069037,"클럭 생성 회로, 이를 이용하는 반도체 장치 및 반도체 시스템",에스케이하이닉스 주식회사,20230530,H03K 5/135	(2006.01),H,20,2,18,⑥ 장치+장치,장치|장치,32568,735,75,11,0,0,11,18,458,8,False,True,False,False,False,False
1020230069617,보강된 단부를 구비하는 프리스트레스트 콘크리트 거더를 포함하는 교량,주식회사 태영씨엘,20230530,E01D 2/00	(2006.01),E,12,1,11,⑪ 물건단독,물건,18755,722,53,5,0,0,9,0,167,8,False,True,True,True,False,False
1020230069788,여행 서비스를 위한 사용자 인터페이스 표시 방법,주식회사 트립소다,20230531,G06F 3/04842	(2022.01),G,18,2,16,⑦ 방법+방법,방법|방법,27901,412,91,26,0,0,26,0,256,0,False,True,False,False,False,False
1020230058702,스마트 여행일정 추천시스템,(주)피플밤,20230504,G06Q 50/14	(2012.01)¶G06Q 50/14	(2013.01),G,1,1,0,⑨ 장치단독,시스템,13069,472,208,1,0,0,1,1,195,0,False,True,True,False,False,False
1020220104061,냉각수의 동결 및 냉각기용 열교환기의 동파방지를 위한 수온센서 장착구조,공경석¶주식회사 대일,20220819,F25B 49/00	(2022.01)¶F25B 49/005	(2013.01),F,5,1,4,⑨ 장치단독,장치,12944,4290,330,0,0,2,2,0,306,0,False,True,False,False,False,False
1020230021875,분수대,주식회사 유성석재¶이상욱,20230220,B05B 17/08	(2006.01)¶B05B 17/08	(2013.01),B,3,1,2,⑪ 물건단독,물건,9847,1874,72,2,0,1,3,0,28,8,False,True,True,False,False,False
1020230053268,유지보수 및 보강이 용이한 다기능 알루미늄 데크 및 그 시공방법,주식회사 빌드윈,20230424,E01C 5/16	(2006.01)¶E01C 5/16	(2013.01),E,5,2,3,⑩ 방법단독,물건|방법,3158,285,108,0,0,2,2,0,50,1,False,True,False,False,False,False
1020230057578,"진동 분산이 가능한 내진장치, 이를 포함하는 계장제어반 및 계장제어반 운영시스템",(주)에코산전,20230503,F16F 15/04	(2006.01)¶F16F 15/04	(2013.01),F,5,2,3,⑥ 장치+장치,장치|장치,23505,772,281,4,0,0,4,0,272,0,False,True,True,False,False,False
1020230055894,게이미피케이션을 활용한 스마트 관광 콘텐츠 추천시스템,주식회사 웨이플러스,20230428,G06Q 50/14	(2012.01),G,4,1,3,⑨ 장치단독,시스템,10042,532,300,2,0,0,2,1,54,0,False,True,True,False,False,False
1020220131264,연어껍질을 이용한 스낵 및 그의 제조방법,주식회사 씨월드,20221013,A23L 17/00	(2016.01),A,8,2,6,⑦ 방법+방법,방법|방법,2595,922,119,2,0,0,2,0,0,1,False,True,False,False,False,False
1020220106230,랙기어 구동장치를 이용한 고주파 유도 가열 벤딩기,티케이티 주식회사,20220824,B21D 7/16	(2006.01),B,6,1,5,⑨ 장치단독,장치,9245,786,206,0,0,2,2,0,279,11,False,True,False,True,False,False
1020230007155,특수 식물을 이용한 피부 염증 완화용 화장료 조성물,주식회사 코아시스컴퍼니,20230118,A61K 8/9789	(2017.01),A,5,1,4,⑪ 물건단독,물건,13428,437,116,1,0,0,1,0,15,1,False,True,True,False,False,False
1020230042830,양방향 수요 관리가 가능한 부하 제어 시스템,주식회사 상명엔지니어링,20230331,H02J 3/38	(2022.01),H,5,1,4,⑨ 장치단독,시스템,7058,663,282,5,0,0,5,8,73,2,False,True,True,False,False,False
1020230062071,앱 제공 방법 및 장치,메이즈 주식회사,20230512,G06F 16/958	(2019.01),G,20,3,17,③ 3-way,방법|기억매체|장치,16389,729,45,10,0,0,10,4,223,10,False,True,True,False,False,False
1020230039625,날씨정보 기반 퍼스널 모빌리티 운영시스템¶날씨정보 기반 퍼스널 모빌리티 운영시스템{A PM Operation,주식회사 웨이플러스,20230327,G06Q 50/40,G,10,2,8,⑥ 장치+장치,시스템|시스템,16979,565,280,12,0,0,12,0,239,0,False,True,True,False,False,False
1020230011577,항균 펩타이드를 함유하는 가시복분자딸기 유산균 발효물과 복령을 포함하는 화장료 조성물,농업회사법인(주)팜마루¶주식회사 제이앤바이오¶제주생물자원 주식회사,20230130,A61K 8/9789	(2017.01),A,5,1,4,⑪ 물건단독,물건,13531,314,113,2,0,0,2,0,14,1,False,True,True,False,False,False
1020230038297,디지털 트윈 기반 매장 정보 제공 시스템 및 디지털 트윈 기반 매장 정보 제공 방법,메이즈 주식회사,20230324,G06Q 50/10	(2012.01),G,16,2,14,② 순수형,시스템|방법,12799,305,76,7,0,0,8,7,138,6,False,True,True,False,False,False
1020220167739,슬러지 케익 자동배출기능을 갖는 정화장치를 구비한 세륜기,(주)블루지구이엔에스,20221205,B60S 3/04	(2006.01),B,4,1,3,⑨ 장치단독,장치,8413,576,185,4,0,0,9,1,181,2,False,True,True,False,False,False
1020220111083,수평배수재용 코어 및 이를 구비한 수평배수재,주식회사 대한아이엠,20220902,E02D 3/10	(2006.01),E,8,1,7,⑪ 물건단독,물건,8670,804,95,0,0,2,3,0,204,25,False,True,False,True,False,False
1020220138013,마찰용접장치용 클램프 유닛,주식회사 동성테크,20221025,B23K 37/04	(2006.01),B,5,1,4,⑨ 장치단독,장치,13765,649,138,1,0,1,2,0,463,11,False,True,False,True,False,False
1020220156845,채팅 기반 여행 일정 작성을 위한 방법 및 컴퓨터 프로그램,주식회사 트립소다,20221121,G06Q 10/10	(2023.01),G,15,1,14,기타,기억매체,26407,510,75,11,0,0,11,8,240,0,False,True,False,False,False,False
1020220053523,스마트 블라인드 시스템,주식회사 스마프로,20220429,E06B 9/72	(2006.01),E,3,1,2,⑨ 장치단독,시스템,16572,789,71,1,0,0,3,2,336,0,False,True,False,False,False,False
1020220064661,증강현실 기반의 스마트 골프장 라운드 정보 제공 시스템¶증강현실 기반의 스마트 골프장 라운드 정보 제공 시스,주식회사 카카오브이엑스,20220526,A63B 71/06	(2006.01),A,6,1,5,⑨ 장치단독,시스템,3936,677,182,1,0,0,1,0,48,5,False,True,False,False,False,False
1020220123686,골프 선수 NFT 활용 시스템,주식회사 카카오브이엑스,20220928,G06Q 50/10	(2012.01),G,9,2,7,⑥ 장치+장치,시스템|시스템,11044,233,127,8,0,0,8,0,0,6,False,True,False,False,False,False
1020220180022,버섯 유래 키토산을 포함하는 악취제거제 조성물,주식회사 티핑,20221221,A61L 9/013	(2006.01),A,5,2,3,⑧ 물건+물건,물건|물건,20176,1115,119,9,0,0,9,0,0,0,False,True,False,False,False,False
1020220157858,증강현실 컨텐츠를 제공하기 위한 방법,주식회사 트립소다,20221122,G06Q 50/14	(2012.01),G,7,1,6,기타,기억매체,23809,380,61,2,0,0,2,3,164,0,False,True,False,False,False,False
1020230005479,반도체 테스트 장치 및 그 구동 방법,에스케이하이닉스 주식회사¶(주) 에이블리,20230113,G01R 31/28	(2006.01),G,7,3,4,② 순수형,장치|장치|방법,8030,647,70,3,0,0,7,4,41,5,False,True,True,True,False,False
1020230028181,NFT를 이용한 인력중개시스템,메타크레용(주),20230303,G06Q 10/10	(2023.01),G,4,1,3,⑨ 장치단독,시스템,8507,352,210,2,0,0,2,4,119,0,False,True,True,False,False,False
1020220186878,통합 차량자원 관리시스템¶통합 차량자원 관리시스템{An Intergarated Management Syste,주식회사 캐플릭스,20221228,G06Q 50/40	(2024.01),G,12,1,11,⑨ 장치단독,시스템,17346,971,295,12,0,0,12,2,343,0,False,True,True,False,False,False
1020220099917,치과용 스텐트,주식회사 네오바이오텍,20220810,A61C 1/08	(2006.01),A,6,1,5,⑪ 물건단독,물건,2651,847,142,0,0,0,0,0,36,4,False,True,False,True,False,False
1020220168214,컴퓨터 DRAM 메모리 검사방법,주식회사 엠캐슬테크놀로지,20221205,G06F 11/27	(2006.01),G,1,1,0,⑩ 방법단독,방법,4625,792,384,1,0,0,1,0,6,0,False,True,True,False,False,False
1020230068824,여행 일정에 기초한 여행자 보험 상품을 제공하기 위한 방법 및 컴퓨터 프로그램,주식회사 트립소다,20230530,G06Q 40/08	(2023.01),G,13,3,10,③ 3-way,기억매체|방법|장치,34709,552,64,9,0,0,9,12,277,0,False,True,False,False,False,False
1020230056135,반응고 단조기 보온로 자동 덮개장치¶반응고 단조기 보온로 자동 덮개장치{Reactor forging furn,주식회사 알룩스,20230428,B21J 5/002,B,14,2,12,⑥ 장치+장치,장치|장치,8397,558,263,0,0,6,10,0,276,8,False,True,False,True,False,False
1020220088102,수박 재배 구조체,주식회사 네이처테크놀로지,20220718,A01G 9/12	(2006.01),A,3,2,1,⑥ 장치+장치,장치|장치,5563,819,167,1,0,0,2,0,129,7,False,True,False,False,False,False
1020220177147,실리콘 산화막 형성 방법¶실리콘 산화막 형성 방법{Method for forming silicon oxide,주식회사 원익아이피에스,20221216,H01L 21/02	(2006.01),H,8,1,7,⑩ 방법단독,방법,11243,801,37,5,0,0,6,4,10,1,False,True,False,False,False,False
1020230042332,안면인식 키오스크를 이용한 렌터카 대여 시스템,주식회사 캐플릭스,20230330,G06Q 30/06	(2023.01),G,9,1,8,⑨ 장치단독,시스템,19568,593,268,9,0,1,10,2,290,0,False,True,True,False,False,False
1020220092893,소각로 및 연소로의 배출가스 처리장치¶소각로 및 연소로의 배출가스 처리장치{Apparatus for trea,주식회사 영우인더스트리¶김영수,20220727,F23J 15/006,F,26,2,24,⑥ 장치+장치,장치|장치,8172,2650,148,16,0,0,16,0,215,0,False,True,False,False,False,False
1020230076078,천연물 함유 피부 세정 조성물,주식회사 케온솔루션,20230614,A61K 8/9761	(2017.01),A,3,1,2,⑪ 물건단독,물건,10244,472,128,0,0,0,0,0,39,0,False,True,True,False,False,False
1020230076077,저자극 핸드워시 조성물,주식회사 케온솔루션,20230614,A61K 8/44	(2006.01),A,8,1,7,⑪ 물건단독,물건,10812,326,179,3,0,0,3,0,39,0,False,True,True,False,False,False
1020230073089,"입력 데이터 전처리 장치 및 방법과, 이를 이용한 반도체 디바이스 검사 시스템",에스케이하이닉스 주식회사¶고려대학교 산학협력단,20230607,G01N 21/88	(2006.01),G,24,3,21,② 순수형,장치|방법|시스템,10314,192,99,1,0,0,1,26,149,10,False,True,False,True,False,False
1020230073129,"하이브리드 웨이퍼 본딩용 본딩 구조체, 이를 포함하는 반도체 장치 및 이의 제조방법",에스케이하이닉스 주식회사,20230607,H01L 23/00	(2006.01),H,20,3,17,② 순수형,장치|장치|방법,25600,465,61,10,0,0,14,0,191,9,True,True,False,False,False,False
1020230074486,멜리틴이 결합된 지질나노입자 및 이의 제조방법,주식회사 인스바이오팜,20230609,A61K 47/69	(2017.01),A,7,2,5,⑩ 방법단독,물건|방법,15721,652,264,4,0,0,4,0,6,0,False,True,True,False,False,False
1020230065017,데이터 저장 장치 및 그 동작 방법,에스케이하이닉스 주식회사,20230519,G06F 3/06	(2006.01),G,18,3,15,② 순수형,장치|장치|방법,9215,759,54,7,0,0,8,1,129,5,False,True,False,False,False,False
1020230067167,석유계 잔사유를 이용한 고연화점 피치의 제조방법 및 고연화점 피치,주식회사 동양환경,20230524,C10C 3/02	(2006.01),C,10,2,8,⑩ 방법단독,방법|물건,17014,1458,243,0,0,1,2,0,276,5,False,True,False,False,False,False
1020230067935,화물중계시스템 및 화물중계방법,주식회사 하이원시스,20230525,G06Q 10/08	(2024.01),G,9,2,7,① 교차형,시스템|방법,5294,708,97,1,0,7,8,0,12,1,False,True,False,False,False,False
1020230067820,안전 블럭 조립체를 포함하는 바닥분수대,주식회사 바론에프앤엘,20230525,B05B 17/08	(2006.01),B,6,2,4,⑨ 장치단독,장치|물건,8800,1874,105,6,0,0,6,0,40,8,False,True,True,False,False,False
1020230065809,반도체 장치의 제조 방법,에스케이하이닉스 주식회사,20230522,H01L 21/302	(2006.01),H,18,1,17,⑩ 방법단독,방법,16594,567,129,13,0,0,13,0,149,10,False,True,True,False,False,False
1020220081858,변기용 저소음 배수기,(주)지오에스엔에스,20220704,E03D 11/16	(2006.01)¶E03D 11/16	(2013.01),E,3,1,2,⑨ 장치단독,장치,6695,2089,315,0,0,0,0,0,257,0,False,False,False,False,False,False
1020230049798,추세비교분석을 통한 고장 예측 및 진단이 가능한 계장제어반 운영시스템 및 이에 포함되는 계장제어반,(주)에코산전,20230417,G01R 31/34	(2006.01)¶G01R 31/343	(2013.01),G,12,2,10,⑨ 장치단독,물건|시스템,15120,357,270,9,0,0,9,2,231,0,False,True,True,False,False,False
1020230055760,야전침대용 그라운드 시트,주식회사 오브콜스,20230427,A47C 31/00	(2006.01)¶A47C 31/004	(2013.01),A,5,1,4,⑪ 물건단독,물건,2777,1025,112,0,0,0,3,0,45,0,False,True,False,False,False,False
1020230054643,가정용 올인원 AP시스템,(주)인스젠시스템즈,20230426,H04L 12/10	(2006.01)¶H04L 12/10	(2013.01),H,6,1,5,⑨ 장치단독,시스템,12768,364,198,6,0,0,9,1,289,0,False,True,True,False,False,False
1020230045003,나사 및 볼트류 재생 시스템,(주)코리아파워,20230405,B23P 6/00	(2024.01)¶B23P 6/00	(2024.01),B,2,1,1,⑨ 장치단독,시스템,7945,494,207,2,0,0,2,3,186,0,False,True,True,False,False,False
1020210055715,내절단성 스포츠웨어,에코융합섬유연구원¶주식회사 성실,20210429,A41D 13/00	(2019.01)¶A41D 13/0015	(2021.08),A,5,1,4,⑪ 물건단독,물건,1746,576,94,0,0,3,3,0,0,0,False,True,False,False,False,False
1020210070125,꾸지뽕 음료조성물,안지인¶진안꾸지뽕나무 영농조합법인,20210531,A23L 2/02	(2006.01)¶A23L 2/02	(2013.01),A,5,1,4,⑪ 물건단독,물건,2981,1014,81,0,0,0,0,0,0,0,False,True,False,False,False,False
1020210055709,빙상스포츠웨어용 내절단성 편직물,에코융합섬유연구원¶주식회사 성실,20210429,D04B 1/24	(2006.01)¶D04B 1/24	(2013.01),D,5,1,4,⑪ 물건단독,물건,1765,576,113,0,0,2,2,0,0,0,False,True,False,False,False,False
1020210026222,데이터 저장 장치 및 그 동작 방법,에스케이하이닉스 주식회사,20210226,G06F 12/02	(2018.01)¶G06F 12/0246	(2013.01),G,20,3,17,② 순수형,장치|방법|장치,18470,526,63,4,0,0,4,5,316,11,False,True,False,False,False,False
1020210032428,오픈소스를 이용한 Big data 기반 원격 운전을 지원하는 감시제어 시스템을이용한 감시제어 방법,조성진¶한양기전공업 주식회사¶조훈연,20210312,G06Q 50/10	(2012.01)¶G06Q 50/10	(2015.01),G,8,2,6,② 순수형,방법|시스템,7367,464,832,5,0,0,5,4,69,0,False,True,False,False,False,False
1020210038622,"위상 보정 회로, 이를 포함하는 클럭 버퍼 및 반도체 장치",에스케이하이닉스 주식회사,20210325,G11C 7/22	(2015.01)¶G11C 7/222	(2013.01),G,20,3,17,⑥ 장치+장치,장치|장치|장치,18605,372,67,13,0,0,16,0,158,11,False,True,False,True,False,False
1020210019035,이종 메모리로 구성된 메인 메모리 장치를 포함하는 컴퓨터 시스템 및 그것의 데이터 관리 방법,에스케이하이닉스 주식회사,20210210,G06F 13/16	(2006.01)¶G06F 13/1694	(2013.01),G,19,3,16,② 순수형,시스템|방법|시스템,13124,706,90,10,0,0,10,0,304,5,False,True,False,False,False,False
1020210058921,나노코팅필터를 통한 공기청정시스템,주식회사 올그린텍,20210507,B01D 46/00	(2022.01)¶B01D 46/0006	(2013.01),B,8,2,6,⑥ 장치+장치,시스템|시스템,6080,791,136,0,0,5,5,1,194,10,False,True,False,True,False,False
1020210006838,"메모리 시스템, 그것의 동작 방법 및 컴퓨팅 시스템",에스케이하이닉스 주식회사,20210118,G06F 3/06	(2006.01)¶G06F 3/0658	(2013.01),G,15,3,12,③ 3-way,시스템|방법|기억매체,16703,266,66,6,0,0,6,1,379,10,False,True,True,False,False,False
1020210008717,이미지 센싱 장치,에스케이하이닉스 주식회사,20210121,H01L 27/146	(2006.01)¶H01L 27/14623	(2013.01),H,30,3,27,⑥ 장치+장치,장치|장치|장치,18356,800,170,12,0,0,20,5,190,4,False,True,False,False,False,False
1020210071561,과수 소주 제조방법,정상섭¶고려주조 주식회사 농업회사법인,20210602,C12G 3/055	(2019.01)¶C12G 3/055	(2021.08),C,5,1,4,⑩ 방법단독,방법,3710,612,99,1,0,1,2,0,13,0,False,True,False,False,False,False
1020210178731,목이버섯 액상차 및 그 제조방법,농업회사법인 버섯마루 유한회사,20211214,A23L 2/38	(2021.01),A,5,2,3,⑩ 방법단독,방법|물건,4846,972,129,0,0,0,0,0,0,0,False,True,False,False,False,False
1020210176257,향미가 개선된 선식 및 그 제조방법,농업회사법인 주식회사 자연앤미,20211210,A23L 11/00	(2025.01),A,4,2,2,⑩ 방법단독,방법|물건,6355,941,87,0,0,1,1,0,0,0,False,True,False,False,False,False
1020210129427,김치시즈닝 및 그 제조방법,대풍년영농조합법인,20210930,A23L 23/10	(2016.01),A,6,2,4,⑩ 방법단독,방법|물건,5916,1494,147,0,0,2,2,0,0,0,False,True,False,False,False,False
1020210050844,반도체 장치의 미세 패턴 형성방법,엠에이치디 주식회사,20210420,H01L 21/033	(2006.01)¶H01L 21/0337	(2013.01),H,13,1,12,⑩ 방법단독,방법,15826,559,63,7,0,0,7,0,176,2,False,True,True,False,False,False
1020210063927,적층형 반도체 장치¶적층형 반도체 장치{STACKED SEMICONDUCTOR DEVICE},에스케이하이닉스 주식회사,20210518,H10W 72/00,H,40,10,30,⑥ 장치+장치,장치|장치|장치|장치|장치|장치|장치|장치|장치|장치,11432,229,63,22,0,0,30,0,310,5,False,True,False,True,False,False
1020210017243,캘리브레이션 동작을 수행하는 반도체 장치 및 이를 이용하는 반도체 시스템¶캘리브레이션 동작을 수행하는 반도체,에스케이하이닉스 주식회사,20210208,G11C 7/1051,G,34,6,28,⑥ 장치+장치,장치|장치|시스템|장치|장치|시스템,30152,543,57,22,0,0,22,44,340,7,False,True,False,True,False,False
1020210060837,"저항 변화 메모리 장치, 이를 포함하는 메모리 시스템 및 저항 변화 메모리 장치의 구동 방법",에스케이하이닉스 주식회사,20210511,G11C 13/00	(2006.01),G,40,4,36,② 순수형,장치|시스템|방법|장치,55963,968,130,29,0,0,29,22,254,23,False,True,False,False,False,False
2020210000754,종이식품용기용 옆지,주식회사 에드파,20210310,B31B 50/14	(2017.01)¶B31B 50/14	(2022.08),B,5,1,4,⑪ 물건단독,물건,3689,1774,432,0,0,0,0,0,72,1,False,True,False,False,False,False
1020210036867,소독액 분무장치,주식회사앤제이컴퍼니,20210322,A61L 2/22	(2006.01)¶A61L 2/22	(2013.01),A,9,1,8,⑨ 장치단독,장치,10708,978,116,0,0,3,4,1,329,12,False,True,False,True,False,False
1020210018105,반도체 메모리 장치 및 그 제조방법¶반도체 메모리 장치 및 그 제조방법{SEMICONDUCTOR MEMORY,에스케이하이닉스 주식회사,20210209,H10B 43/27	(2023.01),H,29,3,26,② 순수형,장치|장치|방법,30807,273,58,8,0,0,17,0,474,7,False,True,False,False,False,False
1020210080127,반도체 처리 장치 및 이를 이용한 반도체 소자의 제조 방법,에스케이하이닉스 주식회사,20210621,H01L 21/67	(2006.01),H,17,3,14,② 순수형,장치|방법|방법,8716,342,76,13,0,0,13,0,253,2,False,True,False,True,False,False
1020210080130,"반도체 메모리 장치 및 그 동작 방법과, 이를 포함하는 메모리 시스템",에스케이하이닉스 주식회사,20210621,G11C 29/42	(2015.01)¶G11C 29/42	(2013.01),G,15,4,11,② 순수형,장치|장치|방법|시스템,12037,349,82,4,0,0,4,1,217,11,False,True,False,False,False,False
1020210018911,기능연속성을 위한 리스크 평가방법,우석대학교 산학협력단¶(주)에스티이지,20210210,G06Q 10/06	(2012.01)¶G06Q 10/0635	(2013.01),G,5,1,4,⑩ 방법단독,방법,3596,1181,165,2,0,0,2,0,0,0,False,True,False,False,False,False
2020210000437,다기능 응원도구,(주)컬러룬,20210209,A63H 27/10	(2006.01)¶A63H 27/10	(2013.01),A,4,1,3,⑨ 장치단독,장치,2373,376,89,0,0,4,4,0,69,0,False,False,False,False,False,False
1020210014795,메모리 시스템,에스케이하이닉스 주식회사,20210202,G11C 7/22	(2015.01),G,18,3,15,⑥ 장치+장치,시스템|시스템|시스템,16393,405,66,5,0,0,7,5,287,13,False,True,True,False,False,False
1020210186792,벨로우즈 및 이를 사용한 기판 처리 장치,주식회사 원익아이피에스,20211224,H01L 21/67	(2006.01),H,14,2,12,⑨ 장치단독,장치|물건,7498,653,95,11,0,0,13,0,221,5,False,True,False,False,False,False
1020210162511,선정산 수익증권 거래 플랫폼 및 이를 이용한 거래 방법,(주)케이솔루션,20211123,G06Q 40/04	(2023.01),G,6,2,4,⑦ 방법+방법,방법|방법,6534,339,224,5,0,0,5,1,74,7,False,True,False,False,False,False
1020210032790,데이터 저장 장치 및 이를 위한 인터페이스 회로¶데이터 저장 장치 및 이를 위한 인터페이스 회로{Data S,에스케이하이닉스 주식회사,20210312,G11C 7/1051,G,26,6,20,⑥ 장치+장치,장치|장치|장치|장치|장치|장치,15013,461,70,10,2,0,12,12,295,10,False,True,False,False,False,False
1020210059249,ECC 디코더,에스케이하이닉스 주식회사,20210507,H03M 13/11	(2006.01)¶H03M 13/1108	(2013.01),H,20,3,17,⑧ 물건+물건,물건|물건|물건,16695,378,62,6,0,0,7,3,156,11,False,True,True,False,False,False
1020210036200,발전효율이 향상된 풍력발전장치,주식회사 호풍,20210319,F03D 9/25	(2016.01)¶F03D 9/25	(2016.05),F,9,1,8,⑨ 장치단독,장치,3854,1591,72,0,0,5,5,0,127,8,False,True,False,False,False,False
1020210024098,반도체 장치와 반도체 메모리 장치,에스케이하이닉스 주식회사,20210223,G11C 11/406	(2006.01)¶G11C 11/40626	(2013.01),G,16,3,13,⑥ 장치+장치,장치|장치|장치,11451,428,98,7,0,0,7,17,154,0,False,True,False,False,False,False
1020210030510,컴퓨터 시스템 및 이를 위한 인터페이스 회로,에스케이하이닉스 주식회사,20210309,G11C 7/10	(2021.01)¶G11C 7/1084	(2013.01),G,15,3,12,⑥ 장치+장치,시스템|시스템|장치,13912,645,68,1,2,0,3,2,298,12,False,True,False,False,False,False
1020210050403,메모리 장치 및 그것을 포함하는 반도체 시스템,에스케이하이닉스 주식회사,20210419,G11C 29/42	(2015.01)¶G11C 29/42	(2013.01),G,20,3,17,⑥ 장치+장치,장치|장치|시스템,15887,534,65,5,0,0,5,2,168,3,False,True,False,True,False,False
1020220024426,피부 상태 진단 모형을 이용한 맞춤형 화장품 및 식품 추천 시스템,주식회사 플렉싱크,20220224,G06Q 30/06	(2023.01),G,4,1,3,⑨ 장치단독,시스템,8694,392,251,4,0,0,4,7,121,0,False,True,True,False,False,False
