출원번호,사무소,대리인,MainCPC,CPC섹션,도입_도면목록선행,도입_용어정의선행,JP_실시형태,실시형태_횟수,실시예_횟수,실시용어_주,실시예구조,복수실시예_마커수,변형예_유무,수치한정_빈도,용어_실질정의,용어_보일러플레이트,용어_서수사,용어_인라인약칭,도면참조_방식,도면수,도면참조_per1000자,도면당_분량,전개앵커,전개앵커_v2.1,EMB_분량,BG_분량,효과_채움,효과_정성,면책_도입,면책_말미,면책_전체,JP변형예
1020240012389,kimandjang,김성남,G03F 7/038	(2006.01),G,1,0,1,2,33,실시예,단일,0,0,4.4,0,0,0,0,소수,2,0.8,7193,실험-수치,,14386,760,1,1,0,0,0,0
1020240021826,kimandjang,이승현,B62D 33/06	(2006.01),B,0,0,0,0,4,실시예,단일,0,1,0.1,0,0,0,0,혼용,11,35.8,645,도면-공간,,7100,723,1,1,0,0,0,0
1020240021395,kimandjang,이호준,H01J 37/32	(2006.01),H,0,0,0,0,27,실시예,단일,0,1,0.1,0,0,0,0,혼용,10,18.6,2532,도면-공간,,25322,471,1,0,0,1,1,0
1020230188139,kimandjang,김현진,B60M 3/00	(2006.01),B,0,1,0,0,5,실시예,단일,0,0,0.4,0,1,0,0,인라인주도,8,3.5,567,동작-시간,,4537,1045,1,0,0,0,0,0
1020240015054,kimandjang,김성남,H01L 21/02	(2006.01),H,0,0,0,0,20,실시예,단일,0,0,2.7,0,0,0,0,혼용,8,15.1,894,실험-수치,,7150,556,1,0,0,0,0,0
1020240009579,kimandjang,김성남,H01J 37/32	(2006.01),H,0,0,0,0,8,실시예,단일,0,0,0.1,0,0,0,0,괄호주도,4,29.7,2630,도면-공간,,10522,502,1,1,0,0,1,0
1020230184594,kimandjang,김지우,G16C 20/62	(2019.01)¶G16C 20/62	(2019.02),G,0,1,0,0,38,실시예,단일,0,0,0.1,0,1,0,0,혼용,23,10.6,1473,도면-공간,,33872,1177,1,1,1,1,1,0
1020240012876,kimandjang,이재훈,G05B 19/05	(2006.01)¶G05B 19/058	(2013.01),G,0,0,0,0,0,없음,단일,0,0,0.0,0,0,0,0,괄호주도,4,4.4,1983,동작-시간,,7931,1960,1,0,0,0,0,0
1020230192630,kimandjang,김현진,C03C 21/00	(2006.01)¶C03C 21/002	(2013.01),C,0,1,0,0,5,실시예,단일,0,0,0.5,0,1,0,0,혼용,15,25.4,535,도면-공간,,8020,920,1,1,0,0,0,0
1020240003413,kimandjang,김기호,B61B 12/02	(2006.01)¶B61B 12/02	(2013.01),B,0,0,0,0,12,실시예,단일,0,1,0.2,0,0,0,0,혼용,13,20.1,322,도면-공간,,4189,404,1,0,0,0,0,0
1020240020999,kimandjang,이재훈,E03F 5/10	(2006.01)¶E03F 5/105	(2013.01),E,0,0,0,0,2,실시예,단일,0,0,0.8,0,0,0,0,혼용,10,24.5,872,도면-공간,,8719,2464,1,1,0,0,0,0
1020230194189,kimandjang,김기호,H02S 20/32	(2014.01)¶H02S 20/32	(2015.01),H,0,0,0,0,12,실시예,단일,0,1,0.6,0,0,0,0,혼용,16,18.9,292,도면-공간,,4667,428,1,1,0,0,0,0
1020240003572,kimandjang,김성환,B63B 7/08	(2020.01)¶B63B 7/082	(2013.01),B,1,0,0,0,9,실시예,단일,0,1,1.6,0,0,0,0,혼용,14,30.8,536,도면-공간,,7505,2554,1,1,0,0,0,0
1020240004000,kimandjang,김기호,G01L 5/04	(2020.01)¶G01L 5/04	(2013.01),G,0,0,0,0,11,실시예,단일,0,0,0.5,0,0,0,0,혼용,7,20.4,524,도면-공간,,3668,672,1,1,0,0,0,0
1020240021398,kimandjang,이호준,H01L 21/67	(2006.01),H,0,0,0,0,27,실시예,단일,0,1,0.1,0,0,0,0,혼용,10,18.6,2532,도면-공간,,25322,471,1,0,0,1,1,0
1020240015960,kimandjang,이승현,B60H 1/00	(2006.01),B,0,0,0,0,4,실시예,단일,0,1,0.0,0,0,0,0,혼용,14,39.5,1165,도면-공간,,16314,319,1,0,0,0,0,0
1020240021399,kimandjang,이호준,H01L 21/67	(2006.01),H,0,0,0,0,27,실시예,단일,0,1,0.1,0,0,0,0,혼용,10,18.6,2532,도면-공간,,25322,519,1,0,0,1,1,0
1020240018970,kimandjang,김성남,H01L 21/67	(2006.01),H,0,0,0,0,16,실시예,단일,0,0,0.5,0,0,0,0,괄호주도,7,14.3,1898,도면-공간,,13286,701,1,1,0,0,0,0
1020240021396,kimandjang,이호준,H01L 21/67	(2006.01),H,0,0,0,0,27,실시예,단일,0,1,0.1,0,0,0,0,혼용,10,18.6,2532,도면-공간,,25322,511,1,0,0,1,1,0
1020240017615,kimandjang,김성남,H10B 12/00	(2023.01),H,1,0,0,0,37,실시예,단일,0,0,0.3,0,0,0,0,혼용,13,16.2,1512,도면-공간,,19652,452,1,1,1,1,1,0
1020240021662,kimandjang,김현진,G01R 31/34	(2006.01),G,0,1,0,0,6,실시예,단일,0,0,0.1,0,1,0,0,괄호주도,22,12.1,1068,도면-공간,,23505,772,1,1,0,0,0,0
1020240022408,kimandjang,김성남,G11C 16/08	(2006.01),G,1,0,0,0,33,실시예,단일,0,0,0.4,0,0,0,0,혼용,11,8.7,1777,도면-공간,,19542,680,1,0,0,1,1,0
1020230181621,kimandjang,이승현,A23L 21/15	(2016.01),A,0,0,0,0,78,실시예,단일,0,0,5.7,0,0,0,0,없음(도면무),0,0.0,0,실험-수치,,5448,1281,1,1,0,0,0,0
1020230183264,kimandjang,김성남,C23C 16/455	(2006.01),C,0,0,0,0,23,실시예,단일,0,0,0.5,0,0,0,0,혼용,8,6.8,1406,동작-시간,,11247,971,1,0,0,0,1,0
1020230183337,kimandjang,김성남,G11C 16/14	(2006.01),G,0,0,0,0,20,실시예,단일,0,0,0.0,0,0,0,0,혼용,6,12.0,2248,동작-시간,,13490,333,1,1,0,0,0,0
1020230183354,kimandjang,김성남,G11C 16/10	(2006.01),G,0,0,0,0,46,실시예,단일,0,0,1.9,0,0,0,0,인라인주도,13,4.9,2561,동작-시간,,33292,447,1,1,0,0,0,0
1020240014155,kimandjang,김성남,C23C 16/52	(2018.01),C,0,0,0,0,17,실시예,단일,0,0,0.4,0,0,0,0,혼용,7,19.3,1208,도면-공간,,8457,587,1,0,0,0,0,0
1020230188489,kimandjang,김성남,H01L 21/02	(2006.01),H,0,0,0,0,30,실시예,단일,0,0,4.8,0,0,0,0,혼용,5,18.3,2601,도면-공간,실험-수치,13005,620,1,0,1,1,1,0
1020230188543,kimandjang,김성남,G03F 9/00	(2006.01),G,0,0,1,2,34,실시예,단일,0,0,0.4,0,0,0,0,인라인주도,15,3.0,1684,동작-시간,,25261,1460,1,0,0,0,0,0
1020240015004,kimandjang,김성남,G11C 7/10	(2021.01),G,0,0,0,0,22,실시예,단일,0,0,0.4,0,0,0,0,혼용,10,13.7,1684,동작-시간,,16835,888,1,1,0,1,1,0
1020240009568,kimandjang,김성남,H10N 97/00	(2023.01),H,1,0,0,0,49,실시예,단일,0,0,1.0,0,0,0,0,혼용,11,15.3,1552,동작-시간,,17077,481,1,0,1,1,1,0
1020240021326,kimandjang,이소정,A61G 7/057	(2006.01),A,1,0,0,0,18,실시예,복수,8,1,0.0,0,0,0,0,혼용,9,11.8,470,도면-공간,,4228,1092,1,0,0,1,1,0
1020240026430,kimandjang,김현진,G06F 16/31	(2019.01),G,0,1,0,0,7,실시예,단일,0,1,0.1,0,1,0,0,괄호주도,14,11.9,1017,도면-공간,,14233,1020,1,0,0,0,0,0
1020240027067,kimandjang,최원석,E02D 3/12	(2006.01),E,0,0,0,0,2,실시예,단일,0,0,0.0,0,0,0,0,혼용,12,19.1,354,도면-공간,,4247,2017,1,1,0,0,0,0
1020230190963,kimandjang,김현진,A63J 5/02	(2006.01),A,0,1,0,0,6,실시예,단일,0,1,0.2,0,1,0,0,인라인주도,2,0.6,2714,동작-시간,,5428,1755,1,0,0,0,0,0
1020230190709,kimandjang,이승현,G01N 21/88	(2006.01),G,0,0,0,0,4,실시예,단일,0,1,0.0,0,0,0,0,혼용,4,28.5,1150,도면-공간,,4601,645,1,1,0,0,0,0
1020230192628,kimandjang,김현진,H01F 30/06	(2006.01),H,0,1,0,0,5,실시예,단일,0,0,0.3,0,1,0,0,혼용,5,27.9,760,도면-공간,,3799,591,1,0,0,0,0,0
1020230192685,kimandjang,김성남,E06B 9/384	(2006.01),E,0,0,0,0,45,실시예,단일,0,0,0.2,0,0,0,0,혼용,17,18.9,1618,도면-공간,,27499,427,1,1,0,0,0,0
1020240023414,kimandjang,김성환,H01R 13/639	(2006.01),H,0,0,0,0,22,실시예,복수,19,0,0.4,0,0,0,0,혼용,13,37.7,762,도면-공간,,9901,2899,1,0,0,0,1,0
1020240000354,kimandjang,김성남,G11C 7/06	(2021.01),G,0,0,0,0,15,실시예,단일,0,0,0.2,0,0,0,0,혼용,8,9.8,5567,도면-공간,,44536,588,1,1,0,1,1,0
1020230194408,kimandjang,이승희,H01M 10/6568	(2014.01),H,0,0,0,0,7,실시예,단일,0,0,1.4,0,0,0,0,혼용,8,8.1,1400,도면-공간,,11201,1545,1,0,1,1,1,0
1020240025731,kimandjang,이승희,H02G 11/02	(2006.01),H,0,0,0,0,7,실시예,단일,0,0,0.3,0,0,0,0,혼용,11,9.9,553,도면-공간,,6079,1791,1,0,1,1,1,0
1020240012480,kimandjang,김성남,H10F 39/12	(2025.01),H,0,0,0,0,52,실시예,단일,0,1,0.2,0,0,0,0,혼용,11,8.1,2587,도면-공간,,28455,300,1,1,1,1,1,0
1020240008150,kimandjang,김성남,G11C 29/02	(2006.01),G,1,0,0,0,24,실시예,단일,0,0,0.1,0,0,0,0,괄호주도,6,13.6,8561,도면-공간,,51365,422,1,1,0,1,1,0
1020240024224,kimandjang,이승희,G01M 3/28	(2006.01),G,0,0,0,0,7,실시예,단일,0,0,0.1,0,0,0,0,인라인주도,4,3.8,3914,동작-시간,,15656,1034,1,0,1,1,1,0
1020240027892,kimandjang,김성남,G03F 1/64	(2012.01),G,0,0,0,0,39,실시예,단일,0,1,1.0,0,0,0,0,혼용,19,19.9,770,도면-공간,,14636,308,1,0,1,1,1,0
1020230187265,kimandjang,김성남,F16K 1/18	(2006.01),F,0,0,0,0,14,실시예,단일,0,0,0.3,0,0,0,0,혼용,9,31.1,843,도면-공간,,7587,576,1,1,0,0,0,0
1020230187278,kimandjang,김성남,H01L 21/677	(2006.01),H,0,0,0,0,25,실시예,단일,0,0,0.4,0,0,0,0,혼용,8,20.8,1114,도면-공간,,8911,456,1,0,0,1,1,0
1020240008906,kimandjang,김성남,C23C 16/448	(2006.01),C,0,0,0,0,11,실시예,단일,0,0,1.9,0,0,0,0,괄호주도,3,28.1,3291,도면-공간,,9872,654,1,1,0,0,0,0
1020240008845,kimandjang,이소정,G06Q 50/10	(2012.01),G,0,0,0,0,13,실시예,단일,0,1,0.0,0,0,0,0,혼용,11,6.0,2275,도면-공간,,25022,1077,1,1,1,0,1,0
1020230184114,kimandjang,이재훈,A62C 3/16	(2006.01),A,1,0,0,0,3,실시예,단일,0,0,3.6,0,0,0,0,혼용,40,19.3,131,도면-공간,,5234,1404,1,1,0,0,0,0
1020230184581,kimandjang,이승현,H01M 50/264	(2021.01),H,1,0,0,0,4,실시예,단일,0,1,3.2,0,0,0,0,혼용,5,29.2,1315,도면-공간,,6575,663,1,1,0,0,0,0
1020230184351,kimandjang,김현진,G06Q 50/14	(2012.01),G,0,1,0,0,5,실시예,단일,0,0,0.1,0,1,0,0,괄호주도,11,14.8,933,도면-공간,,10262,469,1,0,0,0,0,0
1020230184228,kimandjang,홍은정,A23L 13/00	(2016.01),A,0,0,0,0,12,실시예,단일,0,0,2.0,0,0,0,0,인라인주도,16,6.1,122,실험-수치,,1960,828,1,1,0,0,0,0
1020240018363,kimandjang,김성남,B08B 5/02	(2006.01),B,0,0,0,0,23,실시예,단일,0,0,0.1,0,0,0,0,혼용,12,29.3,1068,도면-공간,,12812,1009,1,1,0,0,0,0
1020240009513,kimandjang,김성남,G06F 3/06	(2006.01),G,0,0,0,0,24,실시예,단일,0,1,0.2,0,0,0,0,혼용,9,16.4,1120,도면-공간,,10083,285,1,0,0,1,1,0
1020240000484,kimandjang,이소정,G06F 40/169	(2020.01),G,0,0,0,0,16,실시예,단일,0,1,0.0,0,0,0,0,혼용,8,9.7,2194,도면-공간,,17554,1051,0,0,1,0,1,0
1020230186847,kimandjang,김기호,B61B 12/00	(2006.01)¶B61B 12/005	(2013.01),B,0,0,0,0,11,실시예,단일,0,1,0.3,0,0,0,0,혼용,11,21.0,356,도면-공간,,3911,525,1,0,0,0,0,0
1020230197918,kimandjang,김지우,G01W 1/14	(2006.01)¶G01W 1/14	(2013.01),G,0,1,0,0,18,실시예,단일,0,0,0.5,0,1,0,0,혼용,7,6.9,1734,동작-시간,,12139,811,1,1,1,1,1,0
1020230192629,kimandjang,김현진,C03C 21/00	(2006.01)¶C03C 21/002	(2013.01),C,0,1,0,0,5,실시예,단일,0,0,0.5,0,1,0,0,혼용,10,23.8,597,도면-공간,,5974,920,1,1,0,0,0,0
1020240002613,kimandjang,이재훈,G07C 9/28	(2020.01)¶G07C 9/28	(2020.01),G,0,0,0,0,11,실시예,단일,0,0,0.0,0,0,0,0,괄호주도,5,10.9,1791,동작-시간,,8954,440,1,1,0,0,0,0
1020230197256,kimandjang,이승현,B60L 53/18	(2019.01)¶B60L 53/18	(2019.02),B,0,0,0,0,4,실시예,단일,0,1,0.2,0,0,0,0,혼용,14,38.2,675,도면-공간,,9456,800,1,1,0,0,0,0
1020240002627,kimandjang,이재훈,H02S 30/10	(2014.01)¶H02S 30/10	(2015.01),H,0,0,0,0,2,실시예,단일,0,0,0.2,0,0,0,0,혼용,6,30.1,864,도면-공간,,5182,2213,1,1,0,0,0,0
1020230197930,kimandjang,김지우,G16B 40/20	(2019.01)¶G16B 40/20	(2019.02),G,0,1,0,0,39,실시예,단일,0,0,0.2,0,1,0,0,혼용,13,9.2,2267,동작-시간,,29466,1763,1,1,1,1,1,0
1020240002609,kimandjang,이재훈,G06Q 50/20	(2012.01)¶G06Q 50/205	(2013.01),G,0,0,0,0,6,실시예,단일,0,0,0.0,0,0,0,0,괄호주도,4,11.5,2036,동작-시간,,8143,1218,1,1,0,0,0,0
1020240005280,kimandjang,김현진,H02S 20/26	(2014.01),H,0,1,0,0,7,실시예,단일,0,1,0.1,0,1,0,0,괄호주도,5,28.6,1923,도면-공간,,9613,513,1,0,0,0,0,0
1020240021397,kimandjang,이호준,H01L 21/3213	(2006.01),H,0,0,0,0,27,실시예,단일,0,1,0.1,0,0,0,0,혼용,10,18.6,2532,도면-공간,,25322,471,1,0,0,1,1,0
1020230137733,kimandjang,김현진,C12G 3/04	(2019.01),C,0,1,0,0,18,실시예,단일,0,1,13.0,0,1,0,0,없음(도면무),0,0.1,0,실험-수치,,8585,375,1,1,0,0,0,0
1020230138019,kimandjang,김현진,A61F 7/02	(2006.01),A,0,1,0,0,11,실시예,단일,0,0,4.3,0,1,0,0,소수,6,4.2,1043,실험-수치,,6258,2995,1,0,0,1,1,0
1020230152648,kimandjang,이승현,A61L 2/22	(2006.01),A,1,0,0,0,4,실시예,단일,0,1,0.4,0,0,0,0,혼용,18,37.5,442,도면-공간,,7947,1088,1,1,0,0,0,0
1020230157958,kimandjang,이승현,A61D 99/00	(2006.01),A,1,0,0,0,4,실시예,단일,0,1,0.1,0,0,0,0,혼용,5,26.1,1516,도면-공간,,7581,1311,1,1,0,0,0,0
1020230160371,kimandjang,김성남,H10B 63/00	(2023.01),H,0,0,0,0,34,실시예,단일,0,0,0.2,0,0,0,0,혼용,6,12.6,1693,동작-시간,,10157,689,1,1,1,1,1,0
1020230160402,kimandjang,이승현,G01N 27/327	(2006.01),G,0,0,0,0,2,실시예,단일,0,0,2.8,0,0,0,0,없음(도면무),0,0.0,0,실험-수치,,5278,552,1,0,0,0,0,0
1020230156815,kimandjang,이소정,G06F 3/041	(2006.01),G,0,0,0,0,14,실시예,단일,0,1,0.0,0,0,0,0,혼용,7,5.0,1902,동작-시간,,13315,1720,1,0,1,0,1,0
1020230154459,kimandjang,이소정,C08J 9/00	(2006.01),C,0,0,0,0,7,실시예,단일,0,1,3.2,0,0,0,0,인라인주도,8,1.6,1268,실험-수치,,10142,1900,1,1,1,0,1,0
1020230134713,kimandjang,이승현,B23C 1/06	(2006.01),B,0,0,0,0,4,실시예,단일,0,1,0.3,0,0,0,0,혼용,41,36.2,580,도면-공간,,23766,758,1,1,0,0,0,0
1020230140551,kimandjang,홍은정,A47B 96/14	(2006.01),A,0,0,0,0,2,실시예,단일,0,0,0.6,0,0,0,1,혼용,10,28.3,533,도면-공간,,5327,830,1,1,0,0,0,0
1020230130653,kimandjang,이재훈,F16L 5/08	(2006.01),F,0,0,0,0,2,실시예,단일,0,0,0.3,0,0,0,0,혼용,6,33.2,622,도면-공간,,3733,1738,1,1,0,0,0,0
1020230130436,kimandjang,김성남,H01L 21/02	(2006.01),H,0,0,0,0,39,실시예,단일,0,1,1.1,0,0,0,0,인라인주도,9,7.3,1408,동작-시간,,12672,975,1,1,0,0,0,0
1020230170359,kimandjang,김현진,G06Q 30/02	(2023.01),G,0,1,0,0,5,실시예,단일,0,0,0.1,0,1,0,0,괄호주도,9,17.3,1011,도면-공간,,9100,589,1,0,0,0,0,0
1020230171144,kimandjang,김성남,G06N 3/08	(2023.01),G,0,0,0,0,23,실시예,단일,0,1,0.0,0,0,0,0,혼용,7,7.9,2942,도면-공간,,20597,608,1,1,1,1,1,0
1020230148987,kimandjang,김지우,G16C 20/30	(2019.01),G,0,1,0,0,34,실시예,단일,0,0,0.1,0,1,0,0,혼용,12,8.8,1799,도면-공간,,21589,1177,1,0,1,1,1,0
1020230145600,kimandjang,김성남,G06F 3/06	(2006.01),G,0,0,0,0,20,실시예,단일,0,0,0.1,0,0,0,0,혼용,9,21.3,1072,도면-공간,,9650,402,1,0,0,1,1,0
1020230164508,kimandjang,김성남,H01L 21/67	(2006.01),H,0,0,0,0,25,실시예,단일,0,0,0.1,0,0,0,0,혼용,13,31.9,1084,도면-공간,,14095,402,1,1,0,0,0,0
1020230161798,kimandjang,이승현,F24F 8/192	(2021.01),F,1,0,0,0,4,실시예,단일,0,1,0.2,0,0,0,0,혼용,7,33.3,1487,도면-공간,,10411,510,1,1,0,0,0,0
1020230157532,kimandjang,김현진,A01K 47/06	(2014.01),A,0,1,0,0,7,실시예,단일,0,0,0.6,0,1,0,0,혼용,6,27.6,1285,도면-공간,,7708,299,1,0,0,0,0,0
1020230157214,kimandjang,김현진,C12G 3/021	(2019.01),C,0,1,0,0,18,실시예,단일,0,1,9.9,0,1,0,0,없음(도면무),0,0.1,0,실험-수치,,9212,320,1,1,0,0,0,0
1020230157213,kimandjang,김현진,A23L 7/25	(2016.01),A,0,1,0,0,19,실시예,단일,0,1,6.0,0,1,0,0,없음(도면무),0,0.3,0,실험-수치,,7862,335,1,1,0,0,0,0
1020230144448,kimandjang,김현진,A61F 7/08	(2025.01),A,0,1,0,0,20,실시예,단일,0,1,2.1,0,1,0,0,혼용,3,5.7,4516,실험-수치,,13549,459,1,1,0,0,0,0
1020230149872,kimandjang,김현진,G06Q 50/04	(2012.01),G,0,1,0,0,5,실시예,단일,0,0,0.1,0,1,0,0,괄호주도,7,15.1,1111,도면-공간,,7774,424,1,0,0,0,0,0
1020230179063,kimandjang,김성남,H10N 70/20	(2023.01),H,0,0,0,0,40,실시예,단일,0,0,0.0,0,0,0,0,인라인주도,7,8.9,1981,동작-시간,,13865,685,1,1,1,1,1,0
1020230180904,kimandjang,김성남,H04L 25/49	(2006.01),H,1,0,0,0,19,실시예,단일,0,0,5.7,0,0,0,0,혼용,8,8.9,6390,실험-수치,,51118,753,1,1,0,1,1,0
1020230176608,kimandjang,김성남,G11C 7/10	(2021.01),G,0,0,0,0,16,실시예,단일,0,1,0.2,0,0,0,0,혼용,15,15.3,1321,동작-시간,,19808,869,1,0,0,1,1,0
1020230176557,kimandjang,김성남,G06F 3/06	(2006.01),G,1,0,0,0,14,실시예,단일,0,0,0.0,0,0,0,0,혼용,7,15.5,1069,동작-시간,,7483,302,1,1,0,1,1,0
1020230128229,kimandjang,이승현,D02G 1/02	(2006.01),D,0,0,0,0,33,실시예,단일,0,0,7.3,0,0,0,0,소수,1,0.2,5466,실험-수치,,5466,767,1,1,0,0,0,0
1020230142100,kimandjang,김성남,H10B 12/00	(2023.01),H,0,0,0,0,51,실시예,단일,0,1,0.6,0,0,0,0,혼용,15,12.1,1543,도면-공간,,23148,431,1,1,1,1,1,0
1020230169744,kimandjang,김성남,G06F 3/06	(2006.01),G,0,0,0,0,23,실시예,단일,0,0,0.7,0,0,0,0,혼용,10,18.8,1561,도면-공간,,15610,265,1,0,0,1,1,0
1020230169769,kimandjang,김성남,G06F 3/06	(2006.01),G,1,0,0,0,13,실시예,단일,0,0,0.0,0,0,0,0,혼용,5,18.3,1346,동작-시간,,6730,296,1,0,0,1,1,0
1020230168535,kimandjang,조경화,D03D 15/217	(2021.01),D,0,1,0,0,5,실시예,단일,0,0,0.0,0,1,0,0,인라인주도,5,8.6,302,동작-시간,,1510,474,1,0,0,0,0,0
1020230167769,kimandjang,김현진,H02M 7/00	(2006.01),H,0,1,0,0,5,실시예,단일,0,0,0.2,0,1,0,0,혼용,16,16.2,599,도면-공간,,9590,785,1,1,0,0,0,0
1020230172655,kimandjang,김성남,H01L 21/768	(2006.01),H,0,0,0,0,28,실시예,단일,0,0,1.7,0,0,0,0,혼용,7,11.8,1494,동작-시간,,10455,1228,1,1,0,0,0,0
1020230137021,kimandjang,김현진,A01K 47/06	(2014.01),A,0,1,0,0,9,실시예,단일,0,1,0.7,0,1,0,0,혼용,6,25.5,1267,도면-공간,,7600,299,1,0,0,0,0,0
1020230136455,kimandjang,김성남,H03K 5/133	(2014.01),H,0,0,0,0,15,실시예,단일,0,0,0.9,0,0,0,0,혼용,12,12.7,2999,도면-공간,,35993,651,1,1,0,1,1,0
1020230139949,kimandjang,이호준,G06Q 30/02	(2023.01),G,0,0,0,0,36,실시예,단일,0,1,0.0,0,0,0,0,소수,5,3.6,8768,도면-공간,,43838,442,1,0,0,1,1,0
1020230180029,kimandjang,김성남,H01L 21/02	(2006.01),H,0,0,0,0,18,실시예,단일,0,0,1.8,0,0,0,0,괄호주도,4,6.7,2462,동작-시간,,9846,622,1,1,0,0,0,0
1020230131774,kimandjang,김성남,H04L 25/03	(2006.01),H,1,0,0,0,10,실시예,단일,0,0,0.7,0,0,0,0,혼용,11,14.0,3496,도면-공간,,38460,744,1,1,0,1,1,0
1020230140930,kimandjang,조경화,B62D 65/00	(2006.01),B,1,1,0,0,5,실시예,단일,0,0,0.6,0,1,0,0,혼용,3,12.5,535,도면-공간,,1604,195,1,1,0,0,0,0
1020230159009,kimandjang,김성남,G11C 16/10	(2006.01),G,0,0,0,0,25,실시예,단일,0,0,0.1,0,0,0,0,혼용,9,9.3,2157,동작-시간,,19409,489,1,0,0,0,0,0
1020230159051,kimandjang,이소정,G06F 3/0484	(2022.01),G,0,0,0,0,16,실시예,단일,0,1,0.2,0,0,0,0,혼용,9,7.9,1203,도면-공간,,10828,1104,1,0,1,0,1,0
1020230153546,kimandjang,김성남,G11C 5/14	(2021.01),G,1,0,0,0,8,실시예,단일,0,0,0.0,0,0,0,0,혼용,5,16.6,1800,동작-시간,,8999,320,1,1,0,1,1,0
1020230132354,kimandjang,이재훈,H02H 7/22	(2006.01)¶H02H 7/22	(2013.01),H,0,0,0,0,13,실시예,단일,0,1,0.0,0,0,0,0,괄호주도,8,9.9,1932,동작-시간,,15453,529,1,0,0,0,0,0
1020230146636,kimandjang,이재훈,H04L 41/0663	(2022.01)¶H04L 41/0663	(2022.05),H,0,0,0,0,6,실시예,단일,0,1,0.0,0,0,0,0,소수,7,4.3,1948,동작-시간,,13636,2269,1,0,0,0,0,0
1020230149903,kimandjang,김기호,E21D 20/02	(2006.01)¶E21D 20/028	(2013.01),E,0,0,0,0,10,실시예,단일,0,1,0.3,0,0,0,0,혼용,11,11.4,320,실험-수치,,3517,896,1,1,0,0,0,0
1020230171949,kimandjang,이재훈,B61L 27/20	(2024.01)¶B61L 27/20	(2024.01),B,0,0,0,0,15,실시예,단일,0,1,0.1,0,0,0,0,소수,8,1.4,3307,동작-시간,,26453,2675,1,0,0,0,0,0
1020230130589,kimandjang,이재훈,F24F 8/133	(2021.01)¶F24F 8/133	(2023.08),F,0,0,0,0,3,실시예,단일,0,1,2.4,0,0,0,0,혼용,9,26.8,978,실험-수치,,8805,1610,1,1,0,0,0,0
1020230146710,kimandjang,이재훈,G06Q 50/26	(2024.01)¶G06Q 50/26	(2024.01),G,0,0,0,0,5,실시예,단일,0,0,0.0,0,0,0,0,소수,8,4.1,1364,동작-시간,,10910,572,1,1,0,0,0,0
1020230146737,kimandjang,이재훈,G06Q 50/26	(2024.01)¶G06Q 50/26	(2024.01),G,0,0,0,0,8,실시예,단일,0,0,0.0,0,0,0,0,괄호주도,4,10.1,2474,동작-시간,,9894,777,1,1,0,0,0,0
1020230160052,kimandjang,이승현,A01G 9/14	(2006.01)¶A01G 9/1476	(2013.01),A,0,0,0,0,5,실시예,단일,0,1,0.0,0,0,0,0,혼용,8,37.0,910,도면-공간,,7280,1076,1,1,0,0,0,0
1020230137731,kimandjang,김현진,H04L 69/08	(2022.01),H,0,1,0,0,5,실시예,단일,0,0,0.4,0,1,0,0,괄호주도,12,11.3,797,도면-공간,,9567,700,1,0,0,0,0,0
1020230176207,kimandjang,이승희,B24B 41/06	(2006.01),B,0,0,0,0,7,실시예,단일,0,0,0.7,0,0,0,0,혼용,14,11.0,796,도면-공간,,11137,268,1,0,1,1,1,0
1020230131702,kimandjang,김성남,H04L 25/03	(2006.01),H,0,0,0,0,7,실시예,단일,0,0,0.1,0,0,0,0,혼용,9,7.2,1749,도면-공간,,15745,813,1,1,0,1,1,0
1020230133461,kimandjang,조경화,G06Q 50/22	(2024.01),G,0,0,0,0,9,실시예,단일,0,0,0.5,0,0,0,0,소수,1,4.6,3879,실험-수치,,3879,1644,1,0,1,0,1,0
1020230171347,kimandjang,이호준,H05K 7/20	(2006.01),H,0,0,0,0,31,실시예,단일,0,1,0.0,0,0,0,0,혼용,4,16.3,3613,동작-시간,,14453,874,1,0,0,1,1,0
1020230149531,kimandjang,이승희,H01R 13/46	(2006.01),H,0,0,0,0,7,실시예,단일,0,0,4.0,0,0,0,1,혼용,9,11.6,1827,도면-공간,,16442,2636,1,1,1,1,1,0
1020230146448,kimandjang,이소정,G09F 9/30	(2006.01),G,0,0,0,0,16,실시예,복수,7,0,0.0,0,0,0,0,인라인주도,6,1.8,567,동작-시간,,3403,335,1,0,0,1,1,0
1020230164896,kimandjang,이소정,G09B 7/04	(2006.01),G,0,0,0,0,7,실시예,단일,0,1,0.3,0,0,0,0,혼용,7,11.3,1653,동작-시간,,11568,875,1,0,1,0,1,0
1020230152526,kimandjang,김성남,G11C 7/10	(2021.01),G,0,0,0,0,12,실시예,단일,0,1,0.1,0,0,0,0,혼용,11,8.8,1510,도면-공간,,16609,378,1,1,0,1,1,0
1020230152710,kimandjang,김현진,G06Q 50/20	(2012.01),G,0,1,0,0,5,실시예,단일,0,0,0.5,0,1,0,0,괄호주도,8,17.4,1034,도면-공간,,8276,453,1,1,0,0,0,0
1020230151927,kimandjang,김성남,F16K 1/22	(2006.01),F,0,0,0,0,18,실시예,단일,0,0,0.2,0,0,0,0,혼용,10,27.6,948,도면-공간,,9482,2223,1,1,0,0,0,0
1020230151912,kimandjang,김성남,H03K 19/0185	(2006.01),H,0,0,0,0,18,실시예,단일,0,0,0.6,0,0,0,0,혼용,8,22.8,3279,도면-공간,,26234,686,1,1,0,1,1,0
